나이,계약유형,이번달_주당방문횟수,총_이용개월수,상대_방문공백,일평균_운동시간,주_이용_시간대_혼잡도,PT_가입여부,그룹수업_참여,최근한달_부상경험,서비스불만_환경불편,서비스불만_비매너회원,기구불만_기구부족,기구불만_기구상태불만,직원불만_불친절,직원불만_전문성부족,가격불만,이탈
25,1,1,4,0.32,48,여유,0,0,0,4,4,2,3,1,1,2,0
38,1,1,4,0.8,58,보통,0,0,0,3,3,3,3,5,4,1,0
49,1,3,5,1.07,69,여유,0,0,0,3,2,3,3,4,4,2,0
25,6,0,7,1.35,43,혼잡,0,0,0,5,5,5,5,4,5,4,1
47,12,1,7,1.32,65,혼잡,0,0,1,5,4,2,3,4,5,2,0
35,3,2,19,0.7,30,보통,0,0,0,3,3,4,4,4,5,2,0
29,1,2,4,1.27,62,여유,0,0,0,3,4,3,3,3,4,3,1
66,6,4,25,0.58,75,여유,0,0,0,3,4,1,2,5,5,3,0
36,6,2,8,1.22,143,보통,1,0,0,5,4,1,2,4,2,3,1
16,6,3,5,0.12,83,혼잡,0,1,0,1,4,5,5,2,1,2,0
21,6,2,8,0.38,84,보통,0,0,0,3,3,4,4,4,4,3,0
56,12,2,13,0.88,44,보통,0,0,0,3,3,3,1,4,4,4,1
30,3,5,7,0.16,55,여유,1,1,0,1,4,1,2,5,5,5,0
41,6,1,4,0.39,51,혼잡,0,0,0,4,5,4,4,3,4,1,0
44,12,6,3,0.16,93,여유,1,1,0,4,4,5,5,5,4,3,0
59,6,0,1,1.84,94,보통,0,0,0,4,2,4,4,5,5,4,1
46,1,3,2,0.2,54,보통,0,1,0,4,3,3,3,4,4,1,0
69,3,3,9,1.9,64,보통,0,1,0,4,5,4,4,5,5,4,0
39,12,2,26,0.61,54,여유,0,0,0,4,4,1,2,5,5,4,0
31,3,4,3,0.68,146,보통,0,0,0,2,4,4,3,4,3,3,0
29,6,1,29,1.75,66,혼잡,0,0,0,4,4,4,3,2,3,3,0
19,1,3,14,2.49,59,보통,0,0,0,2,3,1,3,2,2,1,0
29,6,2,7,1.31,107,혼잡,1,1,0,4,4,5,5,3,3,3,0
51,6,2,25,1.69,99,혼잡,0,0,0,2,3,5,4,5,5,5,0
40,12,2,2,1.5,54,여유,1,1,1,3,3,3,4,5,4,5,1
54,1,2,21,2.39,123,매우혼잡,0,0,0,5,4,4,4,4,4,4,0
66,12,2,12,0.67,81,혼잡,1,0,0,4,4,4,4,4,4,3,0
34,6,5,40,0.13,40,여유,0,1,0,3,4,1,3,4,2,1,0
23,6,3,9,0.88,30,여유,0,0,0,1,3,1,3,5,3,3,0
20,12,3,5,0.82,44,혼잡,0,1,0,2,5,4,5,5,4,3,0
39,1,4,17,0.45,74,보통,1,1,0,3,3,1,1,4,3,3,0
17,3,3,4,0.55,75,여유,0,1,0,3,2,1,2,4,4,1,0
41,3,2,19,1.25,15,보통,0,0,0,4,2,4,4,4,3,2,0
57,3,0,21,1.56,44,여유,0,0,0,3,3,2,3,1,3,5,0
63,1,3,9,0.55,59,보통,0,1,1,3,2,2,3,3,4,2,0
52,12,2,5,0.84,35,매우혼잡,0,1,0,3,4,5,4,3,3,3,0
66,3,3,22,1.11,37,여유,0,0,0,3,3,1,4,2,4,1,0
26,1,0,6,1.41,22,여유,0,0,1,2,3,1,2,3,3,3,1
56,12,1,22,1.29,44,여유,0,1,0,3,3,5,5,4,4,4,0
40,3,1,11,2.98,30,여유,0,0,1,4,4,2,3,3,4,4,1
61,3,2,9,1.12,87,여유,0,0,0,1,3,4,4,4,5,3,0
55,12,1,6,0.83,19,혼잡,0,0,0,4,5,5,3,4,4,5,1
42,12,1,8,0.98,107,혼잡,0,0,0,5,5,2,3,3,5,3,0
27,6,2,1,0.55,70,혼잡,0,0,0,2,4,4,5,3,3,4,0
22,6,2,4,0.97,86,혼잡,0,0,0,3,4,3,3,1,4,2,1
57,1,1,5,2.34,88,보통,0,0,0,3,4,3,4,3,3,4,0
38,6,2,7,1.53,44,보통,0,1,0,5,4,3,4,3,2,3,0
59,6,2,7,1.7,115,혼잡,0,0,1,4,4,5,5,3,4,4,1
23,6,2,2,0.57,49,보통,0,0,0,2,4,4,4,4,4,1,0
47,6,7,15,0.13,120,혼잡,1,0,0,5,5,3,4,3,4,2,0
38,6,1,4,4.43,61,보통,0,0,0,3,4,2,4,3,3,2,1
56,6,6,3,0.21,133,여유,1,1,0,3,5,4,4,4,4,5,0
22,1,2,6,0.82,69,매우혼잡,0,0,0,4,5,5,4,2,1,1,1
44,3,0,22,1.63,42,여유,0,0,0,4,4,3,4,4,4,3,1
68,6,1,35,1.06,78,혼잡,1,0,1,5,4,4,4,4,5,2,0
25,12,4,17,1.23,70,보통,0,1,0,4,4,3,3,3,4,2,0
46,12,6,36,0.11,65,보통,1,0,0,3,5,3,5,3,2,4,0
58,6,1,9,0.73,47,혼잡,0,0,0,3,5,4,3,4,2,2,0
62,6,2,37,0.91,57,혼잡,0,0,0,5,5,3,5,4,3,4,0
34,6,4,14,0.46,110,혼잡,1,1,0,4,5,4,4,5,5,3,0
31,3,4,21,0.52,69,보통,0,0,0,4,3,4,5,5,4,4,0
39,6,0,12,1.67,131,매우혼잡,0,0,0,3,2,4,3,1,1,2,0
34,6,1,5,4.66,79,보통,0,0,0,3,4,3,2,4,4,1,0
37,12,3,14,1.86,115,매우혼잡,1,1,0,5,4,4,3,4,3,2,1
45,3,2,1,0.47,36,여유,0,0,0,4,4,3,4,5,5,4,0
61,3,0,5,2.4,73,매우혼잡,0,0,0,3,4,4,2,4,4,4,1
31,1,2,7,2.24,16,여유,0,0,0,3,2,2,4,3,3,3,1
37,3,0,9,1.5,81,혼잡,0,0,0,3,3,5,5,2,2,3,0
48,6,0,1,3.82,17,보통,0,0,0,3,4,3,3,4,4,5,0
51,12,4,7,0.33,71,보통,0,1,0,3,4,3,4,2,3,3,0
48,3,1,1,0.78,60,보통,0,1,0,3,4,3,3,3,4,3,0
27,1,2,11,0.86,46,여유,0,0,0,1,3,3,2,4,4,3,0
47,3,2,5,0.62,45,보통,0,0,0,1,4,3,2,2,3,4,0
31,6,2,20,0.32,117,매우혼잡,0,0,0,4,4,5,4,3,3,4,0
23,12,0,26,1.34,40,보통,0,1,0,2,1,3,2,1,2,1,0
64,6,5,13,0.46,49,보통,0,0,0,3,4,4,3,5,4,4,0
24,12,2,4,0.8,87,혼잡,1,0,0,3,3,3,2,3,1,2,1
64,6,4,8,0.18,87,여유,1,0,1,1,4,1,2,2,3,3,0
67,12,4,9,0.26,38,혼잡,0,1,0,4,4,4,4,4,4,3,0
26,6,3,7,0.9,58,여유,1,1,0,2,2,4,3,3,5,3,0
67,6,0,15,7.44,52,보통,0,0,0,4,2,5,5,4,3,5,1
32,12,0,1,1.17,26,여유,0,0,0,2,3,4,4,4,3,5,1
30,6,4,8,0.78,96,보통,1,0,0,3,4,2,3,2,3,3,0
29,3,2,8,0.7,58,여유,1,1,0,4,1,1,1,1,1,2,0
54,12,0,12,1.46,61,보통,0,0,1,2,4,3,3,4,4,1,0
16,6,4,17,1.26,77,여유,0,0,0,4,5,3,4,4,5,4,0
33,12,3,5,0.82,35,혼잡,0,1,0,4,3,4,3,3,3,3,1
20,6,2,11,0.84,53,보통,0,0,0,4,2,3,2,4,4,2,0
39,12,0,2,0.81,31,혼잡,0,0,0,5,3,4,4,5,5,3,1
49,12,6,3,0.14,82,여유,0,0,0,1,3,3,3,3,1,2,0
27,6,2,2,1.29,74,보통,1,0,0,3,3,3,2,1,1,3,1
39,12,4,38,0.74,117,혼잡,1,1,0,4,4,4,3,4,3,3,0
17,12,5,5,0.5,132,보통,1,0,0,4,4,4,3,4,5,1,0
47,12,3,37,0.21,114,여유,0,0,0,4,2,3,3,3,2,3,0
33,6,2,15,1.44,55,여유,0,0,0,2,2,2,1,4,2,1,0
32,12,2,2,0.78,53,보통,0,0,0,4,3,3,3,5,4,4,1
38,12,4,31,0.46,70,보통,0,1,0,3,3,2,3,2,4,1,0
39,6,4,1,1.46,71,보통,1,1,0,4,4,5,5,5,5,2,1
70,1,1,36,1.18,85,보통,0,0,1,4,4,1,2,4,4,4,0
32,1,2,22,0.18,76,여유,0,0,0,4,3,4,5,4,4,3,0
53,12,2,3,0.34,87,여유,0,1,0,3,3,3,4,2,4,4,0
34,1,2,11,1.16,79,혼잡,0,1,0,4,2,3,4,2,2,1,0
48,6,2,2,1.06,68,보통,0,0,0,3,4,4,3,3,3,5,1
27,12,1,40,1.33,25,혼잡,0,1,0,3,5,4,5,4,4,4,0
60,6,2,37,1.26,69,보통,0,0,0,4,3,4,4,4,4,3,1
22,3,5,7,0.3,74,여유,1,1,0,3,4,3,3,4,4,3,0
41,12,3,5,1.0,47,여유,0,0,0,2,2,4,3,4,3,4,1
53,6,3,19,0.67,55,여유,1,1,0,3,3,1,3,3,2,1,0
21,3,2,5,0.72,78,보통,0,0,0,4,2,4,2,4,4,4,0
23,6,1,8,2.3,110,보통,1,0,0,3,4,1,1,3,1,2,1
54,12,1,3,0.95,37,보통,0,0,1,2,5,2,3,5,5,2,1
47,6,3,6,1.04,131,혼잡,1,1,0,4,3,3,5,3,3,4,0
25,6,1,20,1.13,24,혼잡,0,1,0,5,5,3,3,4,4,4,0
34,1,2,8,1.07,66,여유,0,0,0,3,4,1,1,3,2,4,0
38,6,2,5,0.86,36,보통,0,0,0,2,5,4,5,5,5,3,0
24,6,4,9,1.89,69,매우혼잡,1,1,0,3,3,3,2,4,3,2,0
47,3,0,21,1.75,56,혼잡,0,0,0,4,4,3,3,3,2,3,1
29,12,1,4,2.15,61,보통,0,0,0,4,4,4,3,3,4,3,1
24,1,0,1,2.06,46,여유,0,0,0,3,4,3,2,4,3,3,1
27,3,3,2,0.81,87,혼잡,0,0,0,5,2,3,5,3,1,2,1
16,1,2,10,0.49,50,혼잡,0,0,0,3,3,2,3,3,3,3,0
41,3,0,10,1.43,44,혼잡,0,1,1,5,3,2,4,3,2,4,0
26,3,1,10,0.63,54,혼잡,0,1,0,4,1,3,4,1,1,2,1
64,6,1,5,1.19,70,보통,0,0,0,4,3,4,4,5,4,4,0
28,12,1,20,1.52,33,보통,0,0,0,3,4,1,1,3,3,3,1
34,3,2,2,0.93,34,여유,0,1,0,3,2,1,3,1,1,3,0
41,3,1,1,0.91,40,여유,0,0,0,3,4,3,4,4,4,1,0
16,3,3,7,0.97,52,혼잡,0,1,0,5,4,4,3,5,5,4,1
70,1,2,5,0.75,43,여유,0,0,0,5,4,3,4,5,4,4,0
39,1,3,20,0.73,63,혼잡,0,1,0,3,3,4,3,1,1,3,0
61,3,3,1,1.05,60,보통,0,0,0,3,5,3,4,5,5,1,0
59,3,1,19,0.69,31,매우혼잡,0,1,0,4,4,3,3,2,2,3,1
42,1,0,14,1.77,36,혼잡,0,0,1,4,4,3,4,3,2,2,1
62,12,3,10,1.24,98,보통,0,1,0,3,4,1,2,3,4,1,0
32,1,1,17,1.11,113,혼잡,0,0,0,5,2,3,4,4,2,4,0
35,12,0,1,1.12,49,보통,0,0,0,3,4,4,2,4,4,2,0
29,3,4,8,0.32,105,매우혼잡,1,1,0,4,4,3,3,2,2,1,0
33,6,3,8,0.19,47,여유,0,1,0,1,3,1,1,4,4,3,0
29,1,4,6,0.76,64,보통,0,0,0,3,5,2,2,3,2,4,0
64,1,1,5,0.74,94,혼잡,0,0,0,4,4,2,2,5,4,4,0
49,3,0,6,1.39,33,여유,0,0,1,3,3,3,3,4,2,3,0
17,12,2,10,1.34,32,여유,0,0,0,3,3,2,3,4,3,1,0
39,12,1,4,1.86,98,보통,0,0,0,4,4,3,3,5,4,2,0
70,6,0,11,1.8,61,보통,0,0,0,5,4,4,4,4,4,2,1
35,6,1,21,0.59,41,여유,0,0,0,4,3,1,1,4,3,3,0
39,6,3,14,0.44,40,보통,0,0,0,2,4,5,4,5,4,5,0
24,12,2,12,0.84,96,보통,1,1,0,4,4,2,1,5,4,3,0
37,6,0,4,1.97,65,혼잡,0,0,0,5,4,5,5,3,3,3,1
40,3,2,7,1.45,38,여유,0,0,0,3,3,1,3,3,4,3,1
37,12,1,7,1.63,48,혼잡,0,1,0,4,4,5,3,3,3,3,1
22,12,3,7,0.53,59,여유,1,0,0,4,3,4,4,5,5,3,0
27,12,3,13,0.22,39,여유,0,0,0,1,1,1,1,3,3,4,0
37,12,4,5,0.15,65,여유,0,0,0,4,3,1,3,3,4,2,0
29,1,3,13,1.14,65,혼잡,1,0,0,2,4,4,3,5,3,4,0
37,6,2,6,0.26,62,보통,0,0,0,2,5,2,4,2,3,3,0
26,6,4,10,0.54,74,보통,1,1,0,3,4,4,3,4,4,2,0
43,12,2,9,0.84,63,보통,0,0,1,1,3,2,4,1,3,2,0
43,1,4,30,0.32,80,여유,0,0,0,1,3,1,1,1,1,3,0
48,6,4,35,0.26,118,여유,1,0,0,3,4,3,4,4,5,4,0
47,12,2,21,0.27,58,여유,0,1,0,3,4,1,1,4,1,1,0
58,1,4,18,0.9,81,혼잡,0,0,0,5,5,5,4,4,5,5,0
43,12,1,12,0.72,74,혼잡,1,0,0,4,5,4,4,5,5,5,1
27,12,1,18,0.79,45,보통,0,0,0,3,4,5,5,5,4,4,1
34,1,1,7,4.23,98,보통,0,1,0,1,4,4,1,3,3,4,1
30,6,1,12,1.06,69,여유,0,0,0,4,3,2,4,2,4,4,1
53,6,1,4,1.17,31,여유,0,1,0,4,4,4,4,5,5,5,0
22,1,2,6,0.88,76,혼잡,0,0,0,5,4,3,3,2,3,3,0
29,12,4,3,0.64,147,혼잡,1,0,0,3,3,3,3,3,3,1,0
28,6,2,6,2.48,72,여유,0,0,0,1,4,1,3,4,4,5,1
47,6,1,22,0.86,59,여유,0,0,0,1,3,1,3,3,2,3,0
25,6,4,9,0.43,94,여유,0,1,0,1,4,3,2,3,2,5,0
54,3,1,16,0.55,40,보통,0,0,0,3,3,3,3,4,4,3,0
23,6,1,7,4.8,59,보통,0,0,0,4,2,3,3,5,4,3,1
47,3,1,10,1.42,24,보통,0,0,0,4,5,2,3,4,4,4,0
70,12,3,35,0.57,41,보통,0,1,0,3,3,3,4,4,3,3,0
28,12,3,6,1.49,59,보통,1,0,0,3,3,3,4,3,3,3,0
22,12,3,2,1.02,59,보통,0,0,0,2,3,3,4,1,4,3,0
49,3,2,2,1.39,51,혼잡,0,0,0,4,3,5,5,5,5,4,1
59,6,2,2,2.18,104,보통,0,0,0,4,2,3,3,2,3,3,1
53,12,0,4,0.49,16,매우혼잡,0,0,0,4,5,4,4,4,3,2,1
42,3,1,11,1.14,56,혼잡,0,0,0,4,4,5,3,4,5,3,0
34,3,2,10,1.65,82,혼잡,0,0,0,3,4,4,3,4,2,3,0
30,3,4,6,0.75,83,혼잡,1,0,0,3,4,4,3,3,4,3,0
55,1,2,24,1.21,69,보통,0,1,0,4,4,3,5,5,4,4,0
27,1,2,9,1.43,84,여유,1,0,0,4,4,3,4,5,5,5,0
22,3,5,23,0.17,52,보통,0,1,0,3,2,3,3,4,2,2,0
50,6,3,5,0.32,71,보통,0,0,0,5,4,2,3,5,4,3,0
34,6,2,10,1.45,69,혼잡,0,0,0,2,4,5,4,4,4,3,0
56,6,5,37,0.5,84,보통,0,0,0,3,3,2,3,3,2,2,0
32,6,1,16,0.42,18,보통,0,0,0,2,3,3,4,3,3,5,0
34,12,3,16,1.01,78,보통,0,0,0,5,5,4,5,4,4,5,0
64,12,1,6,6.72,62,매우혼잡,0,0,0,5,5,4,4,5,4,3,1
56,3,4,8,0.62,43,여유,0,1,0,2,2,3,1,2,1,3,0
20,6,2,24,2.06,24,보통,0,0,0,5,4,3,4,1,2,3,1
39,12,2,7,0.94,63,혼잡,0,0,0,4,3,4,5,3,4,2,0
32,3,1,35,1.06,38,보통,0,0,0,1,3,3,3,4,3,3,0
24,3,3,4,0.27,67,혼잡,0,1,0,5,3,4,4,4,4,2,0
54,6,5,8,0.11,96,여유,0,1,0,3,3,4,4,3,2,3,1
23,6,0,9,3.17,39,혼잡,0,0,0,1,3,4,2,3,4,3,1
64,6,4,12,0.46,17,여유,0,1,0,4,5,3,5,4,3,3,0
32,1,3,3,0.61,67,여유,1,1,0,3,4,1,1,2,3,4,0
29,6,1,5,1.45,47,보통,0,0,0,3,2,4,3,5,5,4,1
21,12,6,13,0.17,118,보통,1,0,0,2,4,3,4,3,3,1,0
51,12,4,8,0.61,93,보통,0,0,0,1,5,3,3,1,1,3,0
68,6,1,23,0.98,56,혼잡,0,0,1,4,5,4,5,4,4,3,0
30,12,2,5,1.43,60,여유,0,0,0,1,3,2,3,4,4,1,0
32,12,3,31,1.59,34,보통,0,1,0,4,3,4,5,5,5,4,0
51,3,3,10,0.51,109,매우혼잡,0,0,0,4,4,5,5,5,5,3,1
36,6,0,5,0.8,71,보통,0,0,0,2,4,4,2,4,2,3,1
23,12,4,3,0.13,83,여유,0,1,0,2,2,3,4,5,4,1,0
44,6,4,31,0.56,44,여유,1,0,0,4,3,1,4,4,3,1,0
68,12,2,35,1.36,47,보통,1,1,0,4,3,2,3,2,2,2,0
30,6,2,3,2.2,82,매우혼잡,0,0,0,4,4,5,3,4,4,4,1
54,1,4,12,0.23,144,여유,0,0,0,3,4,1,1,1,3,1,0
22,1,3,19,0.65,83,보통,0,0,0,4,4,4,3,5,4,3,0
33,12,1,15,0.61,32,보통,0,1,0,5,5,2,1,4,5,4,0
26,3,5,1,0.27,75,혼잡,1,1,0,4,4,2,1,4,4,1,0
34,6,3,8,0.27,125,혼잡,0,0,0,2,4,3,3,1,1,4,1
38,3,2,1,0.65,83,보통,0,0,0,4,3,1,1,2,3,1,0
31,3,4,10,0.75,37,여유,1,1,0,1,3,1,3,5,5,1,0
17,3,0,14,1.17,36,혼잡,0,0,0,4,3,3,4,4,5,3,0
59,6,0,13,1.05,62,혼잡,0,1,1,5,4,5,4,5,4,4,1
47,3,4,4,0.34,82,보통,1,1,0,2,2,3,1,4,4,2,0
68,12,1,10,1.77,83,혼잡,0,1,0,5,5,5,3,4,5,1,0
46,12,4,6,0.41,46,여유,0,0,0,3,3,4,4,4,4,3,0
20,1,0,1,2.22,81,여유,0,0,0,4,2,2,4,4,3,4,1
26,3,3,12,0.29,71,보통,0,1,0,3,4,2,1,1,1,2,0
44,1,0,3,4.58,27,혼잡,0,0,0,5,4,3,3,4,3,3,1
32,6,2,3,0.31,78,혼잡,0,0,0,4,4,3,3,4,4,3,0
24,6,3,11,0.84,71,매우혼잡,0,1,0,5,5,4,5,5,4,3,1
59,1,3,5,0.56,82,여유,1,1,0,4,3,4,2,4,5,4,1
27,6,1,10,1.0,46,혼잡,0,0,0,4,1,4,2,5,5,1,1
42,3,1,5,6.14,44,보통,0,1,0,3,3,3,4,4,3,5,1
21,6,4,9,0.31,65,보통,0,0,0,2,2,2,1,2,3,2,1
68,12,0,12,2.7,63,혼잡,0,0,0,4,2,5,4,3,3,3,0
62,1,7,37,0.11,116,보통,1,0,0,4,2,2,4,3,4,1,0
69,12,0,2,1.96,30,보통,0,0,0,4,4,4,4,3,2,3,0
22,1,0,8,0.71,86,보통,0,0,0,4,3,4,2,2,1,3,0
37,6,4,4,0.78,75,여유,1,0,0,3,3,2,2,2,3,2,0
24,12,2,12,1.12,45,보통,0,0,0,1,1,2,4,4,4,2,1
19,12,2,3,0.57,71,여유,0,0,0,2,3,3,2,4,3,2,1
30,12,2,3,1.01,56,여유,1,1,0,3,2,2,2,2,3,2,0
32,6,1,39,0.81,17,여유,0,1,0,4,4,2,3,4,5,4,0
28,6,2,33,1.08,83,혼잡,0,0,0,4,4,3,4,4,3,5,1
21,3,3,3,0.64,148,여유,0,0,0,4,2,3,2,2,3,2,0
64,6,0,3,2.4,37,여유,0,0,0,3,4,3,2,4,4,4,1
23,3,5,4,0.28,53,여유,0,0,0,1,3,1,1,3,4,3,0
36,12,0,2,0.98,87,혼잡,0,0,0,3,4,4,5,5,5,4,0
31,1,3,6,1.47,84,보통,0,1,0,5,4,2,2,2,3,2,0
40,6,4,6,0.44,41,여유,1,1,0,2,3,3,3,4,3,1,0
44,12,0,13,1.45,18,보통,0,0,0,5,5,2,1,3,2,5,1
37,1,3,7,0.53,74,혼잡,0,0,0,3,3,1,3,3,3,1,0
29,6,2,10,1.42,53,혼잡,0,0,0,2,4,2,1,1,1,4,0
36,6,3,39,0.8,45,여유,0,0,0,4,4,1,2,3,4,4,0
70,1,1,9,1.45,43,보통,0,0,0,3,5,3,2,4,2,2,1
48,12,2,21,0.29,50,여유,0,0,0,5,3,4,3,3,4,2,1
47,6,2,24,0.84,64,보통,0,0,0,4,3,3,5,3,3,1,0
37,6,3,20,0.71,98,혼잡,1,1,0,4,2,4,4,5,5,5,0
48,1,2,3,1.0,54,보통,0,1,0,4,1,3,4,5,5,4,1
40,3,2,13,0.92,42,여유,0,0,0,3,3,3,4,2,2,4,0
22,1,3,26,1.45,88,혼잡,1,0,0,4,3,5,4,4,4,3,0
29,12,2,4,1.31,87,혼잡,0,0,0,5,5,3,5,5,4,5,1
35,12,2,8,1.62,44,여유,0,0,0,4,4,3,4,5,5,4,0
31,3,3,9,1.36,61,혼잡,1,1,0,4,4,4,3,4,2,4,0
23,1,2,11,1.44,24,보통,0,0,0,2,1,4,3,1,2,4,0
22,12,6,4,0.23,55,보통,0,0,0,2,3,4,5,5,3,3,0
19,6,3,1,0.35,76,보통,0,1,0,4,2,5,4,5,5,4,0
57,12,0,5,7.86,60,여유,0,0,1,1,4,4,3,4,4,4,1
23,3,3,2,0.19,69,여유,0,0,0,3,4,3,4,4,4,4,0
19,3,0,3,1.96,62,보통,0,0,0,2,3,2,2,1,1,3,0
41,3,0,3,0.96,18,보통,0,0,0,3,3,2,2,2,1,2,0
36,12,7,4,0.13,58,여유,1,1,0,3,3,1,1,3,3,3,0
34,6,2,1,1.37,46,혼잡,0,0,0,4,4,3,3,4,4,2,0
20,12,3,3,0.86,75,여유,0,1,0,3,1,3,3,2,2,3,0
49,1,1,19,0.41,32,여유,0,1,1,3,2,1,3,2,2,4,0
24,6,1,6,1.43,41,보통,0,1,0,4,5,3,2,4,5,4,0
36,6,0,6,5.69,27,보통,0,0,0,4,4,2,1,4,3,5,1
67,3,5,8,0.46,116,혼잡,1,1,0,4,2,4,3,4,4,3,0
37,3,3,8,0.21,86,여유,0,0,0,3,1,2,4,3,2,3,0
51,6,4,1,1.4,104,매우혼잡,0,0,0,4,5,5,4,4,4,3,0
32,3,4,26,0.95,69,여유,0,0,0,1,2,1,1,4,3,2,0
55,12,3,24,0.69,92,혼잡,1,0,0,4,4,5,4,4,5,3,0
40,3,3,2,0.53,103,보통,1,0,0,4,4,3,4,5,4,2,0
40,12,3,3,0.55,69,보통,0,0,0,3,3,2,2,4,3,3,0
47,6,6,7,0.11,55,여유,0,1,0,4,4,4,4,3,5,2,0
27,12,3,7,0.66,38,보통,0,0,0,2,2,3,3,2,1,3,0
25,6,3,4,0.34,76,매우혼잡,1,1,0,2,3,2,4,4,3,1,0
21,12,2,26,1.04,43,여유,1,0,0,2,1,2,2,3,3,2,0
57,3,2,40,0.77,33,여유,0,0,0,1,3,1,1,3,5,1,0
35,1,1,3,0.93,81,보통,1,0,0,3,2,4,1,2,2,3,0
61,6,4,22,0.41,103,여유,0,0,0,3,3,2,4,5,4,3,0
39,3,1,6,7.21,67,혼잡,0,1,0,4,4,4,5,5,4,5,1
25,6,1,5,0.52,79,여유,0,0,0,3,3,3,2,3,4,1,0
34,3,1,11,0.53,43,보통,0,0,0,3,4,2,3,3,3,5,1
31,6,3,4,0.99,97,여유,0,0,0,4,3,1,4,2,2,4,0
35,12,2,2,0.4,58,보통,0,0,0,1,4,4,5,3,2,2,0
32,6,3,9,0.32,30,보통,1,0,0,4,4,2,4,5,5,3,0
30,3,2,6,0.99,96,여유,0,0,0,3,2,1,4,5,4,4,1
35,6,5,23,0.15,43,보통,0,0,0,3,4,4,3,4,4,2,0
30,12,4,7,1.09,138,여유,0,1,0,2,2,2,4,3,4,4,0
33,3,1,12,1.51,87,보통,0,0,0,2,2,3,3,4,2,2,0
32,1,3,5,0.5,36,보통,0,0,0,4,3,2,4,4,4,3,0
37,6,2,17,1.92,89,여유,1,0,0,3,4,3,3,5,4,3,0
27,6,3,7,0.3,89,여유,1,0,0,2,2,2,4,3,2,1,0
20,6,1,3,1.08,17,보통,0,1,0,3,2,3,1,5,4,2,0
65,6,2,17,0.63,31,여유,1,1,0,2,4,1,1,3,4,4,0
31,6,1,1,1.33,65,혼잡,0,0,0,3,4,3,4,4,4,3,0
21,12,0,3,0.75,42,보통,0,0,0,4,3,3,4,5,4,1,0
20,3,2,1,3.85,85,보통,0,1,0,2,2,3,3,4,5,3,0
57,3,1,2,0.95,39,여유,0,0,0,5,2,1,2,4,3,2,1
50,12,3,11,0.31,81,보통,0,0,0,3,4,4,4,4,5,4,0
70,12,2,26,0.91,63,보통,0,1,1,4,3,3,2,5,4,4,0
42,6,2,8,0.53,41,매우혼잡,0,1,0,4,4,4,3,4,4,2,0
32,6,2,36,0.29,70,보통,0,0,0,4,4,4,5,5,4,4,0
46,6,1,2,0.49,58,보통,0,1,0,5,4,2,4,4,4,2,1
39,6,1,20,1.17,103,여유,0,1,0,3,2,1,2,2,2,3,0
34,12,1,17,2.12,31,여유,0,0,0,4,3,1,4,3,3,2,0
29,6,4,4,0.89,24,여유,0,1,0,4,4,2,3,4,3,3,0
61,12,3,11,0.78,86,혼잡,0,1,0,4,3,3,3,3,1,3,0
61,12,3,6,0.44,79,보통,0,1,0,2,4,3,3,4,4,4,0
45,3,2,7,0.34,102,보통,0,0,0,2,5,3,3,4,4,4,1
21,6,4,20,0.31,45,혼잡,1,0,0,5,4,3,3,5,5,5,0
41,6,4,5,0.56,87,혼잡,1,0,0,2,1,4,3,3,3,3,0
47,12,5,21,0.37,89,여유,1,0,0,3,2,1,4,4,3,2,0
22,6,3,5,0.16,73,보통,1,0,0,5,4,4,4,5,4,3,0
23,12,1,18,0.88,75,매우혼잡,0,1,0,4,4,5,4,4,3,5,1
59,1,1,1,0.9,78,보통,0,0,0,4,4,3,4,4,3,4,1
51,6,4,18,0.23,51,여유,0,0,0,2,1,1,1,4,4,1,0
40,1,0,2,1.04,44,보통,0,0,0,3,2,2,1,4,3,1,0
36,6,0,26,1.19,66,혼잡,0,0,0,4,4,3,4,3,3,4,0
49,3,3,19,1.09,114,보통,1,1,0,2,4,3,1,4,5,1,1
57,6,0,4,7.92,36,혼잡,0,0,0,4,5,3,3,3,2,4,1
38,6,1,4,0.92,46,여유,0,0,0,3,3,2,3,5,5,2,0
25,12,0,14,1.21,57,매우혼잡,0,0,0,4,5,4,5,3,3,2,0
25,1,1,1,1.06,50,혼잡,0,0,0,3,5,3,3,3,1,3,0
41,3,4,25,1.5,76,보통,0,1,0,4,2,3,4,4,3,4,0
68,6,0,20,0.27,67,여유,0,0,0,3,1,1,2,5,4,1,0
30,3,4,20,0.18,70,여유,0,0,0,4,3,3,4,5,5,4,0
29,1,2,7,0.71,54,혼잡,0,0,0,3,4,4,3,1,2,3,0
66,6,3,32,0.29,62,혼잡,0,1,0,4,4,3,5,4,4,2,0
38,6,2,12,1.22,44,여유,0,0,0,2,3,4,2,5,5,4,1
21,12,4,7,0.55,30,보통,0,0,0,4,3,4,4,4,4,3,0
16,3,2,1,2.37,116,혼잡,0,0,0,5,3,2,4,5,5,4,1
60,3,2,2,0.96,86,보통,0,0,0,5,5,3,4,4,4,5,0
21,6,3,11,0.96,119,매우혼잡,0,1,0,4,4,5,4,3,3,3,0
26,12,2,11,1.27,44,여유,1,0,0,3,4,4,5,4,4,5,1
53,3,1,29,0.85,97,매우혼잡,0,0,0,5,4,5,5,4,4,4,1
24,12,2,17,0.89,50,보통,0,0,0,4,2,2,3,4,5,4,0
